datetime,timestamp,latitude,longitude,accuracy,location,magNorth,trueNorth,accelX,accelY,accelZ,pitch,roll,yaw,illuminance,noise,battery
2015-07-14 13:37:50,130813690700939895,42.3742032051086,-71.1088049411774,4,ELLERY STREET,334.774963378906,301.503936767578,0.8230245,-0.280784,-0.3297155,-4.829927,52.02892,58.49606,3215.625,0,89
2015-07-14 13:37:51,130813690711006945,42.3742032051086,-71.1088049411774,4,ELLERY STREET,68.9609375,35.6899108886719,1.202301,-0.4019961,-0.5682297,1.238573,55.54312,318.8635,4000,0,89
2015-07-14 13:37:52,130813690721016307,42.3741763830185,-71.1088210344315,4,ELLERY STREET,115.707580566406,82.4365539550781,1.479916,-0.2925142,-0.5564995,1.072681,55.53956,278.7948,3598.56,0,89
2015-07-14 13:37:53,130813690731023893,42.3741549253464,-71.1088317632675,4,ELLERY STREET,129.599700927734,96.3286743164063,1.562027,-0.3003343,-0.6620713,5.493015,58.16756,263.6713,3195.29,0,89
2015-07-14 13:37:54,130813690741185252,42.3741549253464,-71.1088317632675,4,ELLERY STREET,126.034210205078,92.76318359375,0.9559668,0.3330968,-0.7246324,1.489828,57.96473,267.2368,3102.925,0,89
2015-07-14 13:37:55,130813690751198043,42.3741549253464,-71.1088317632675,4,ELLERY STREET,126.077171325684,92.8061447143555,0.8738554,0.118043,-0.6190606,2.986787,57.92714,267.1938,3499.335,0,89
2015-07-14 13:37:56,130813690761267827,42.3741549253464,-71.1088317632675,4,ELLERY STREET,127.110389709473,93.8393630981445,0.8777654,0.2197048,-0.7480929,2.96366,58.75295,265.4041,3096.065,0,89
2015-07-14 13:37:57,130813690771287307,42.374085187912,-71.1088639497757,3,ELLERY STREET,132.277923583984,99.0068969726563,1.233582,0.2431652,-0.9866071,2.490451,60.19438,260.9334,3167.85,0,89
2015-07-14 13:37:58,130813690781294803,42.374085187912,-71.1088639497757,3,ELLERY STREET,135.847442626953,102.57640838623,1.612858,0.5559707,-1.369794,0.9417601,57.52971,257.4236,3301.13,0,89
2015-07-14 13:37:59,130813690791305172,42.374085187912,-71.1088639497757,3,ELLERY STREET,132.584136962891,99.3131103515625,1.225762,0.5637908,-0.8771251,0.4508608,56.2859,259.7168,3342.045,0,89
2015-07-14 13:38:00,130813690801408472,42.374085187912,-71.1088639497757,3,ELLERY STREET,129.478210449219,96.2071762084961,0.4672082,0.1336833,-1.189931,-4.569697,54.39904,263.7928,3506.195,0,89
2015-07-14 13:38:01,130813690811551281,42.374085187912,-71.1088639497757,3,ELLERY STREET,132.838394165039,99.5673675537109,0.514129,-0.0422698,-0.814564,-6.569617,50.1404,260.4326,2381.89,0,89
2015-07-14 13:38:02,130813690821653747,42.374085187912,-71.1088639497757,3,ELLERY STREET,131.632232666016,98.361198425293,0.854305,0.03984164,-0.6542512,-6.487436,46.46588,261.6388,2265.76,0,89
2015-07-14 13:38:03,130813690831655523,42.374085187912,-71.1088639497757,3,ELLERY STREET,135.017547607422,101.746513366699,0.9911574,0.07894231,-0.5369492,-6.03327,47.8857,258.2535,2173.395,0,89
2015-07-14 13:38:04,130813690841781541,42.374085187912,-71.1088639497757,3,ELLERY STREET,135.221450805664,101.950424194336,0.7330929,0.09849267,-0.4509277,-4.4757,49.97541,258.0496,2210.88,0,89
2015-07-14 13:38:05,130813690851905674,42.3739939928055,-71.1089283227921,4,ELLERY STREET,135.044738769531,101.773719787598,0.4672082,-0.06964028,-0.3609961,-5.127709,51.49795,258.2263,2802.31,0,89
2015-07-14 13:38:06,130813690861947096,42.3739725351334,-71.1089390516281,4,ELLERY STREET,133.481201171875,100.210174560547,0.224784,-0.03444966,-0.2163236,-4.140529,50.58373,259.7738,3294.27,0,89
2015-07-14 13:38:07,130813690872086837,42.3739725351334,-71.1089390516281,4,ELLERY STREET,134.160278320313,100.88924407959,0.1270323,-0.08528055,-0.1772229,-5.315376,50.75941,259.1107,3164.42,0,89
2015-07-14 13:38:08,130813690882152105,42.3739725351334,-71.1089390516281,4,ELLERY STREET,140.9375,107.666481018066,0.06056109,-0.06573021,-0.07556109,-4.953526,50.87814,252.3335,2884.14,0,89
2015-07-14 13:38:09,130813690892288155,42.3739725351334,-71.1089390516281,4,ELLERY STREET,137.578796386719,104.307762145996,0.3499061,-0.01098925,-0.09511143,-3.38776,50.07931,255.41,3164.42,0,89
